,Unnamed: 0,data_id,event_date,year,time_precision,event_type,actor1,actor1_type,actor2,actor2_type,interaction_type,region1,region2,region3,location,latitude,longitude,geo_precision,fatalities,Month,Day,Year-Month
1482,1482,1419541,2017/3/24,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Equatoria,Mundri West,Mundri,Amadi,5.5147,30.3438,1,0,3,24,2017-3
1483,1483,1419725,2017/3/23,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Yei,Yei,Lasu,3.9467,30.4648,2,3,3,23,2017-3
1488,1488,1419914,2017/3/22,2017,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,1,3,22,2017-3
1490,1490,1420100,2017/3/21,2017,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,1,3,21,2017-3
1492,1492,1420278,2017/3/20,2017,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,1,3,20,2017-3
1494,1494,1420475,2017/3/19,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Warrap,Gogrial West,Kuajok,Kuajok,8.285,27.9762,2,1,3,19,2017-3
1495,1495,1420477,2017/3/19,2017,1,Violence against civilians,Lakes Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Fangak,Nyadin,Tanyir,8.83,30.73,1,8,3,19,2017-3
1496,1496,1420481,2017/3/19,2017,1,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Cueibet,Rup,Abiriu,6.9218,29.4773,1,4,3,19,2017-3
1497,1497,1420476,2017/3/19,2017,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,1,3,19,2017-3
1500,1500,1420480,2017/3/19,2017,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (International),Civilians,27,Upper Nile,Melut,,Khor Adar,10.3833,32.25,2,0,3,19,2017-3
1501,1501,1747192,2017/3/18,2017,1,Violence against civilians,Abiriu Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Cueibet,Rup,Abiriu,6.9218,29.4773,1,1,3,18,2017-3
1502,1502,1747191,2017/3/18,2017,1,Violence against civilians,Pakam Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Cueibet,Rup,Abiriu,6.9218,29.4773,1,2,3,18,2017-3
1503,1503,1420656,2017/3/18,2017,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,2,3,18,2017-3
1504,1504,1420867,2017/3/17,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,9,3,17,2017-3
1506,1506,1420866,2017/3/17,2017,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,2,3,17,2017-3
1507,1507,1421022,2017/3/16,2017,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,2,3,16,2017-3
1508,1508,1421168,2017/3/16,2017,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Western Equatoria,Yambio,Yambio,Yambio,4.5710000000000015,28.4104,3,0,3,16,2017-3
1509,1509,1421223,2017/3/15,2017,3,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,3,15,2017-3
1510,1510,1421225,2017/3/15,2017,3,Violence against civilians,SSPPF: South Sudan Peoples Patriotic Front,Rebel force,Civilians (South Sudan),Civilians,27,Western Equatoria,Yambio,Yambio,Yambio,4.5710000000000015,28.4104,2,0,3,15,2017-3
1511,1511,1421226,2017/3/15,2017,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Warrap,Twic,Wunrok,Wunrok,8.9978,28.3583,2,1,3,15,2017-3
1512,1512,1421229,2017/3/15,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Ombasi,3.9546,30.6082,1,1,3,15,2017-3
1513,1513,1421230,2017/3/15,2017,3,Violence against civilians,Lakes Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Western Equatoria,Mvolo,Mvolo,Mvolo,6.0581,29.9367,1,1,3,15,2017-3
1517,1517,1421236,2017/3/15,2017,3,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Guit,Rubkoana,Gwit,9.12,29.91,1,0,3,15,2017-3
1518,1518,1421221,2017/3/15,2017,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Eastern Equatoria,Magwi,Pageri,Nimule,3.6019,32.0831,1,0,3,15,2017-3
1519,1519,1421222,2017/3/15,2017,3,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Central Equatoria,Yei,Yei,Nyori,3.9401,30.4213,1,5,3,15,2017-3
1520,1520,1747190,2017/3/15,2017,3,Violence against civilians,Police Forces of South Sudan (2011-) Prison Guards,Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,3,3,15,2017-3
1527,1527,1421451,2017/3/14,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (International),Civilians,37,Lakes,Yirol East,Ador,Shambe,7.1029,30.769,2,1,3,14,2017-3
1529,1529,1421684,2017/3/13,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Equatoria,Yambio,Yambio,Yambio,4.5710000000000015,28.4104,2,1,3,13,2017-3
1532,1532,1421860,2017/3/12,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,2,3,3,12,2017-3
1533,1533,1421861,2017/3/12,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,1,3,12,2017-3
1538,1538,1422258,2017/3/10,2017,1,Violence against civilians,Leich Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Unity,Rubkona,Rubkoana,Ruweng,9.5,29.5,2,3,3,10,2017-3
1539,1539,1422256,2017/3/10,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (International),Civilians,37,Unity,Mayendit,Thonyor,Mayendit,8.131,30.0148,2,0,3,10,2017-3
1540,1540,1422257,2017/3/10,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,1,3,10,2017-3
1543,1543,1422261,2017/3/10,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (International),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,2,2,3,10,2017-3
1549,1549,1422729,2017/3/8,2017,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (International),Civilians,27,Upper Nile,Melut,,Khor Adar,10.3833,32.25,1,0,3,8,2017-3
1553,1553,1423223,2017/3/6,2017,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,2,1,3,6,2017-3
1558,1558,1423226,2017/3/6,2017,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Eastern Equatoria,Magwi,Magwi,Magwi,4.1436,32.29,1,2,3,6,2017-3
1560,1560,1423418,2017/3/5,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,2,0,3,5,2017-3
1561,1561,1423419,2017/3/5,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Lainya,Otogo,Luri,4.2,30.91,2,1,3,5,2017-3
1566,1566,1423965,2017/3/2,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,1,0,3,2,2017-3
1567,1567,1423966,2017/3/2,2017,2,Violence against civilians,Mathiang Anyoor,Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Lainya,Lainya,Lainya,4.35,31.08,2,0,3,2,2017-3
1570,1570,1424148,2017/3/1,2017,1,Violence against civilians,Kok Keer Clan Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Rumbek East,Alamtoch West,Pacong,6.6976,29.8147,1,1,3,1,2017-3
1572,1572,1424151,2017/3/1,2017,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,3,0,3,1,2017-3
1573,1573,1424557,2017/2/27,2017,2,Strategic development,Unidentified Armed Group (South Sudan),Political militia,Civilians (International),Civilians,37,Jonglei,Nyirol,Waat,Waat,8.1972,32.15,1,0,2,27,2017-2
1584,1584,1425175,2017/2/25,2017,1,Strategic development,Government of South Sudan (2011-),Government or mutinous force,Civilians (International),Civilians,17,Unity,Mayendit,Thonyor,Mayendit,8.131,30.0148,1,0,2,25,2017-2
1586,1586,1425208,2017/2/24,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Mangalla,5.1999,31.7722,2,1,2,24,2017-2
1587,1587,1425502,2017/2/23,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Hai Jebel,4.8287,31.5718,1,1,2,23,2017-2
1590,1590,1425564,2017/2/22,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,2,22,2017-2
1594,1594,1426033,2017/2/20,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Jonglei,Canal,Kurway,Atar,9.2533,31.3387,2,30,2,20,2017-2
1596,1596,1426253,2017/2/19,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Mangalla,5.1999,31.7722,2,4,2,19,2017-2
1598,1598,1426566,2017/2/17,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Equatoria,Yambio,Yambio,Yambio,4.5710000000000015,28.4104,2,1,2,17,2017-2
1601,1601,1426931,2017/2/15,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Twic,Turalei,Turalei,9.0855,28.4353,1,2,2,15,2017-2
1602,1602,1426939,2017/2/15,2017,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Kajo-Keji,Kangepo l,Kajo-Keji,3.8848,31.6667,2,15,2,15,2017-2
1604,1604,1426936,2017/2/15,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,2,15,2017-2
1605,1605,1426938,2017/2/15,2017,3,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,3,2,2,15,2017-2
1607,1607,1426928,2017/2/15,2017,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Kajo-Keji,Kangepo li,Jolimo,3.7187,31.5916,2,2,2,15,2017-2
1608,1608,1426929,2017/2/15,2017,3,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,0,2,15,2017-2
1609,1609,1426930,2017/2/15,2017,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,10,2,15,2017-2
1612,1612,1426934,2017/2/15,2017,3,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Unity,Leer,Koch,Leer,8.2936,30.1326,2,10,2,15,2017-2
1613,1613,1426937,2017/2/15,2017,3,Violence against civilians,Rubkona Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Unity,Koch,Guit,Buaw,8.8283,29.7362,1,10,2,15,2017-2
1614,1614,1427114,2017/2/14,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Bahr el Ghazal,Jur River,Marial Wau,Nyin Akok,7.92,28.04,2,3,2,14,2017-2
1618,1618,1427296,2017/2/13,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Pibor,Pibor,Pibor,6.7943,33.1297,2,2,2,13,2017-2
1619,1619,1427297,2017/2/13,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Eastern Equatoria,Magwi,Pageri,Pageri,3.8473,31.9546,2,0,2,13,2017-2
1621,1621,1427456,2017/2/12,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Mangalla,5.1999,31.7722,1,1,2,12,2017-2
1623,1623,1427692,2017/2/11,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Pibor,Pibor,Pibor,6.7943,33.1297,2,1,2,11,2017-2
1624,1624,1427694,2017/2/11,2017,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Upper Nile,Fashoda,Kodok,Kodok,9.8877,32.1166,2,1,2,11,2017-2
1625,1625,1427693,2017/2/11,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Eastern Equatoria,Magwi,Pageri,Pageri,3.8473,31.9546,2,0,2,11,2017-2
1627,1627,1427921,2017/2/10,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (International),Civilians,37,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,1,1,2,10,2017-2
1628,1628,1428078,2017/2/9,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,1,1,2,9,2017-2
1637,1637,1587782,2017/2/8,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Equatoria,Mundri East,Kediba,Lui,5.3329,30.4581,1,1,2,8,2017-2
1642,1642,1428515,2017/2/8,2017,2,Strategic development,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Equatoria,Mundri East,Lozoh,Lanyi,5.23,30.52,2,0,2,8,2017-2
1643,1643,1428332,2017/2/8,2017,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Central Equatoria,Morobo,Morobo,Kaya,3.55,30.88,2,5,2,8,2017-2
1645,1645,1747189,2017/2/7,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Equatoria,Yambio,Yambio,Yambio,4.5710000000000015,28.4104,1,1,2,7,2017-2
1646,1646,1428566,2017/2/7,2017,1,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,2,2,7,2017-2
1647,1647,1428564,2017/2/7,2017,1,Violence against civilians,Private Security Forces (South Sudan),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Lakes,Yirol West,Ngop,Ngop,6.2667,30.2,2,1,2,7,2017-2
1652,1652,1429252,2017/2/4,2017,2,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Bor South,Jalle,Padak/baidit,6.4434,31.5451,1,2,2,4,2017-2
1659,1659,1429564,2017/2/2,2017,1,Remote violence,Military Forces of Egypt (2014-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Upper Nile,Malakal,,Wau Shilluk,9.649,31.3367,1,5,2,2,2017-2
1664,1664,1429785,2017/2/1,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,1,2,1,2017-2
1665,1665,1429791,2017/2/1,2017,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Northern Bahr el Ghazal,Aweil Centre,Arioyo,Bar Mayen,8.3599,27.6168,1,1,2,1,2017-2
1666,1666,1429784,2017/2/1,2017,1,Remote violence,Military Forces of Egypt (2014-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Upper Nile,Malakal,,Wau Shilluk,9.649,31.3367,1,5,2,1,2017-2
1669,1669,1429788,2017/2/1,2017,3,Violence against civilians,Toposa Ethnic Militia (South Sudan),Ethnic militia,Civilians (Kenya),Civilians,47,Eastern Equatoria,Kapoeta South,Kapoeta,Kapoeta,4.7762,33.5829,2,0,2,1,2017-2
1674,1674,1430036,2017/1/31,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,1,1,1,31,2017-1
1675,1675,1430413,2017/1/30,2017,2,Strategic development,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,1,30,2017-1
1678,1678,1430229,2017/1/30,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,1,2,1,30,2017-1
1681,1681,1430232,2017/1/30,2017,3,Violence against civilians,Misseriya Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Northern Bahr el Ghazal,Aweil East,Baac,Malualkon,9.0213,27.628,2,4,1,30,2017-1
