,data_id,year,time_precision,event_type,actor1,assoc_actor_1,actor1_type,actor2,assoc_actor_2,actor2_type,interaction_type,region1,region2,region3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,Month,Day,Coordinates
1207,1407260,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (International),Civilians (South Sudan); Civilians (Uganda),Civilians,37,Central Equatoria,Terekeka,Terkeka,Khor Makwich,5.7764,31.7048,1,Radio Tamazuj,Subnational,"Unidentified gunmen attacked a Land Cruiser carrying 14 passengers travelling from Juba to Bor at Khor-Makuac near Mangala, killing one passenger, wounding the driver and leaving an Ugandan national missing.",1,5,27,"(31.7048, 5.7764)"
1219,1407891,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Aid Workers (South Sudan),Civilians,37,Unity,Mayom,Mankien,Mayom,9.22,29.17,2,Radio Tamazuj,Subnational,A humanitarian vehicle was attacked by gunmen wearing military uniforms near Mayom town in Unity's Northern Liech State. No casulaties.,0,5,23,"(29.17, 9.22)"
1224,1408094,2017,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,Gurtong,Subnational,Two people were killed by unknwon gunmen in the context of communal clashes in Rumbek.,2,5,22,"(29.6995, 6.8187)"
1225,1408095,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Western Equatoria,Yambio,Yambio,Yambio,4.571000000000001,28.4104,1,Radio Anisa,Subnational,Three unknown gunmen shot and injured a man at his home along Gbudue Stadium in Yambio.,0,5,22,"(28.4104, 4.571000000000001)"
1228,1408099,2017,1,Violence against civilians,Murle Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Bor Clan Dinka Ethnic Group (South Sudan),Civilians,47,Jonglei,Bor South,Makuac,Bor,6.2144,31.561999999999998,2,Radio Tamazuj,Subnational,Suspected Murle men abducted a child from the Bor Dinka community in Athooc County of Jonglei state.,0,5,22,"(31.561999999999998, 6.2144)"
1230,1408314,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (International),Civilians (South Sudan); Civilians (Uganda),Civilians,37,Central Equatoria,Lainya,Lainya,Lainya,4.35,31.08,2,Radio Tamazuj; Eye Radio,Subnational,"At least four civilians were shot dead and three others critically injured, including an Uganda national, in an attack on a commercial vehicle at Mile 55 area in Lainya County of Yei state by unknown gunmen. Government/rebel clashes were ongoing in a nearby area at the same time.",4,5,21,"(31.08, 4.35)"
1232,1408316,2017,3,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Central Equatoria,Yei,Yei,Gimunu,4.1182,30.7182,1,Radio Tamazuj; Amnesty International; UNHRCSS,Other-subnational,"Government soldiers arrested and later killed nine civilians in Gimunu near Yei.They were arrested around 21 May, while their bodies were found early June. The civilians were travelling from Atende and Koya villages. In another incident in May, the government looted a house in which six people lived in Gimunu - their bodies were found soon after. The violence came against the backdrop of reports of building up of government forces in Yei to prepare for heavy assaults.",15,5,21,"(30.7182, 4.1182)"
1235,1408495,2017,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,Radio Tamazuj,Subnational,Unknown gunmen shot and killed a woman at her house in Al-Motamdiya residential area of Wau town at some point during the last two weeks of May.,1,5,20,"(28.0071, 7.7177)"
1236,1408678,2017,1,Violence against civilians,Bor Clan Dinka Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Jonglei,Bor South,Makuac,Bor,6.2144,31.561999999999998,1,Radio Tamazuj,Subnational,A woman was shot and killed in Bor town when thousands of Dinka Bor youth who returned back from fighting in Boma State started shooting randomly in the air.,1,5,19,"(31.561999999999998, 6.2144)"
1237,1408675,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Farmers (South Sudan),Civilians,37,Western Equatoria,Yambio,Li-rangu,Li Rangu,4.73,28.35,1,Sudan Tribune,Regional,"Unidentified gunmen in uniform attacked people in Li Rangu of Yambio county over two days, leaving at least seven people killed, mostly farmers who were cultivating their lands in the area. Properties were also looted by the gunmen.",3,5,19,"(28.35, 4.73)"
1240,1408868,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Central Equatoria,Yei,Morobo,Payawa,3.9182,30.7291,1,Amnesty International,Other,"SPLA soldiers killed six civilians at Payawa village, south of Yei, and stole all their cattle.",6,5,18,"(30.7291, 3.9182)"
1241,1408874,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,2,Radio Tamazuj,Subnational,An armed man beat and raped a woman sheltering at the UN PoC site in Juba as she had gone to fetch firewood for cooking.,0,5,18,"(31.6178, 4.8609)"
1246,1408873,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Farmers (South Sudan),Civilians,37,Western Equatoria,Yambio,Li-rangu,Li Rangu,4.73,28.35,1,Sudan Tribune,Regional,"Unidentified gunmen in uniform attacked people in Li Rangu of Yambio county over two days, leaving at least seven people killed, mostly farmers who were cultivating their lands in the area. Properties were also looted by the gunmen.",4,5,18,"(28.35, 4.73)"
1251,1409254,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (International),Civilians (China); Civilians (Uganda); Civilians (South Sudan),Civilians,37,Eastern Equatoria,Kapoeta South,Kapoeta,Kapoeta,4.7762,33.5829,2,Radio Tamazuj,Subnational,"At least two foreign gold miners (one Chinese and one Ugandan national) were shot and killed in an ambush by unknown gunmen near Ngawuru town in South Sudan's Kapoeta State. Another one was injured and one went missing. The miners were working for a Chinese-owned mining company contracted by the national government to explore gold and other minerals in the area. In a separate incident in the area shortly after, at least two South Sudanese women were killed by unknown gunmen.",4,5,16,"(33.5829, 4.7762)"
1252,1409251,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Central Equatoria,Kajo-Keji,Kangepo li,Karupi,3.8,31.52,1,Amnesty International; Human Rights Watch,Other,"In the evening of 16 May 2017, government soldiers arrested 11 men in Kudupi village, in Kajo Keji County. They forced eight of them into a hut, locked the door, set fire to the hut and fired several shots into the burning hut. Six were killed in the incident, two of them were burnt and the others were shot as they tried to flee.",6,5,16,"(31.52, 3.8)"
1256,1409446,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Central Equatoria,Yei,Morobo,Payawa,3.9182,30.7291,1,Amnesty International,Other,"A group of up to 30 SPLA soldiers entered Payawa village, firing shots that left four killed and four injured, raping three women and looting and destroying property.",4,5,15,"(30.7291, 3.9182)"
1257,1409447,2017,1,Violence against civilians,Murle Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Bor Clan Dinka Ethnic Group (South Sudan),Civilians,47,Jonglei,Bor South,Anyidi,Pariak,5.98,31.66,1,Sudan Tribune,Regional,Murle youth killed a Dinka Bor civilian in Jonglei's Pariak. This came in the context of attempts to implement a ceasefire between the two tribes.,1,5,15,"(31.66, 5.98)"
1258,1409448,2017,1,Violence against civilians,Bor Clan Dinka Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Murle Ethnic Group (South Sudan),Civilians,47,Jonglei,Pibor,Pibor,Likuangole,7.0489999999999995,33.0043,2,Radio Tamazuj,Subnational,"Dinka Bor youth attacked Murle areas in Nanam, near Jonglei's Likuangole, killing 36 people and abducting nearly 84 children and women. This came in the context of increasing clashes with the Murle tribe in the area and attempts to implement a ceasefire between the two tribes.",36,5,15,"(33.0043, 7.0489999999999995)"
1259,1409450,2017,1,Violence against civilians,Bor Clan Dinka Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Murle Ethnic Group (South Sudan),Civilians,47,Jonglei,Pibor,Boma,Boma,6.1797,34.4,2,Radio Tamazuj,Subnational,"Dinka Bor youth attacked Murle areas in Kotchar in Jonglei's Boma state, abducting children and stealing thousands of cattle. This came in the context of increasing clashes and attempts to implement a ceasefire between the two tribes.",0,5,15,"(34.4, 6.1797)"
1268,1409913,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (Somalia),,Civilians,37,Central Equatoria,Juba,Juba,Mangalla,5.1999,31.7722,2,Radio Tamazuj,Subnational,At least three Somali truck drivers were shot and killed in an ambush by unknown gunmen near Mangala area along the Juba-Bor road.,3,5,13,"(31.7722, 5.1999)"
1270,1410257,2017,1,Violence against civilians,Gony Clan Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Thuyic Ethnic Group (South Sudan),Civilians,47,Lakes,Cueibet,Duony,Billing,6.93,29.23,2,Gurtong,Subnational,Armed youth from the Gony sections ambushed and killed a member of the Thuyic ethnic group travelling in Billing-saldiar village in Western Lakes state. They later clashed with members of the ethnic group over the incident.,1,5,11,"(29.23, 6.93)"
1272,1410467,2017,1,Violence against civilians,Thuyic Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Gony Clan Group (South Sudan),Civilians,47,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,Gurtong,Subnational,Suspected members of the Thuyic ethnic group killed two Gony civilians at Amiding cattle camp in Western Lakes state.,2,5,10,"(29.6995, 6.8187)"
1273,1410469,2017,2,Violence against civilians,Unidentified Communal Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Jonglei,Bor South,Anyidi,Anyidi,6.1818,31.8227,1,Sudan Tribune,Regional,"Two people killed by Murle or Dinka Bor youth in Anyidi of Jonglei in the week of 8 May, in the context of increased clashes between the two tribes.",2,5,10,"(31.8227, 6.1818)"
1275,1410466,2017,2,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Central Equatoria,Kajo-Keji,Lire,Mogiri,3.9389999999999996,31.601,1,Human Rights Watch,Other,"Early May 2017, suspected soldiers killed a man with a physical disability and four other civilians in Mogiri in Kajo-Keji county.",5,5,10,"(31.601, 3.9389999999999996)"
1281,1410853,2017,1,Violence against civilians,Protesters (South Sudan),Students (South Sudan),Protesters,Police Forces of South Sudan (2011-) National Security Service,Military Forces of South Sudan (2011-),Government or mutinous force,16,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Sudan Tribune; Eye Radio; Radio Tamazuj,Subnational-regional,"Students and residents of the capital took to the streets of Juba to protest against the rise in the cost of living and to call for an end to the conflict. Police and security forces intervened to disperse the protesters accusing them of lacking a permit to protest, and arrested at least five protesters. The group that led the protest accused NSS of torturing them in detention. They were released nine days later. Security forces remained deployed in Juba the following day to prevent further demonstrations.",0,5,8,"(31.6178, 4.8609)"
1289,1411184,2017,1,Violence against civilians,Murle Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Jonglei,Bor South,Makuac,Bor,6.2144,31.561999999999998,2,Radio Tamazuj; Sudan Tribune,Subnational-regional,"Murle youth attacked a boat on its way from Bor to Juba, at the islands in Maar. Six people went missing.",0,5,6,"(31.561999999999998, 6.2144)"
1293,1411337,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Terekeka,Terkeka,Gemmaiza,5.6803,31.8,2,Sudan Tribune; Eye Radio; Radio Tamazuj; UNMISS; UN Security Council,Subnational-regional,"Gunmen ambushed a commercial car near Gameza (Terekeka state) on the Juba-Bor road, leaving at least ten people killed. A bus was ambushed later in the day in the same area, also by unknown gunmen. In total, 27 civilian deaths were recorded and 17 injured. Survivors blamed Mudari tribesmen for the attack as clashes had opposed them to Dinka tribesmen earlier in the week.",27,5,5,"(31.8, 5.6803)"
1296,1411523,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,OCHA; Amnesty International,Other,"On 4 May, SPLA soldiers killed a man tending to his farm in Sopiri, a few km from Yei town, accusing him of lying to them about rebels' presence in the area.",1,5,4,"(30.6716, 4.0899)"
1298,1411681,2017,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,1,Radio Emmanuel,Subnational,"Unknown gunmen in uniforms killed at least two people, including a student, in a series of night attacks in Torit town.",2,5,3,"(32.5767, 4.4182)"
1301,1411682,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,Amnesty International,Other,"In Mugwo, a village south of Yei, in the early afternoon of 3 May 2017, government forces killed at least four civilians and then set fire to their homes.",4,5,3,"(30.6716, 4.0899)"
1305,1411873,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (International),Aid Workers (International),Civilians,37,Lakes,Wulu,Balei,Wullu,6.51,29.62,2,UN Security Council,Other,"On 2 May, an international aid agency vehicle was ambushed by an armed group between Wullu and Lam, Wulu County, Lakes state, resulting in two injuries.",0,5,2,"(29.62, 6.51)"
1307,1411875,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Western Equatoria,Mvolo,Mvolo,Mvolo,6.0581,29.9367,2,Radio Tamazuj,Subnational,Unknown gunmen shot and killed two people at Alelthok area in Mvolo County as they were returning from a market where they had sold large quantities of sorghum.,2,5,2,"(29.9367, 6.0581)"
